Index,Source_ID,Facility_Name,Facility_Type,Authority_Name,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3,ISCED4Plus,OLMS_Status,Full_Addr,Unit,Street_No,Street_Name,City,Prov_Terr,Postal_Code,PRUID,CSDNAME,CSDUID,Longitude,Latitude,Geo_Source,Provider,CMANAME,CMAUID
c22dff6cff983d65d53c,9344004,Andre-Piolat,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,380 Kings Rd W North Vancouver BC V7N 2L9,,380,kings rd w,North Vancouver,BC,V7N2L9,59,North Vancouver,5915046,-123.07814,49.33747746,AGOL,Province of British Columbia,Vancouver,933
22235b33c8a71976141d,9339111,Anne-Hebert,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,7051 Killarney St Vancouver BC V5S 2Y5,,7051,killarney st,Vancouver,BC,V5S2Y5,59,Vancouver,5915022,-123.0456656,49.21876557,AGOL,Province of British Columbia,Vancouver,933
899180c46c55a13161e8,9393006,Au Coeur de L'ile,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,1,,1,566 Linshart Rd Comox BC V9M 2K8,,566,linshart rd,Comox,BC,V9M2K8,59,Comox,5926005,-124.9287932,49.68396234,Source,Province of British Columbia,Courtenay,943
11c9fc49fa1d12d818aa,9361008,Beausoleil,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,637 Head Street (temporary) Victoria BC V9A 5S9,,637,head street temporary,Victoria,BC,V9A5S9,59,Victoria,5917034,-123.3288585,48.42801917,AGOL,Province of British Columbia,Victoria,935
4e40beb83ffc28975178,9324064,Collines-d'or,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,2450 Partridge Dr Kamloops BC V2B 8G1,,2450,partridge dr,Kamloops,BC,V2B8G1,59,Kamloops,5933042,-120.3551209,50.74557689,AGOL,Province of British Columbia,Kamloops,925
bd9b48b1277a953c5aaa,9347006,Cote-du-Soleil,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,4368 Michigan Ave Powell River BC V8A 2S1,,4368,michigan ave,Powell River,BC,V8A2S1,59,Powell River,5927008,-124.5238374,49.83425002,AGOL,Province of British Columbia,Powell River,945
8504aba824ecff9f4282,9323027,de l'Anse-au-sable,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,1,,1,675 Lequime Rd Kelowna BC V1W 1A3,,675,lequime rd,Kelowna,BC,V1W1A3,59,Kelowna,5935010,-119.4839637,49.83567285,AGOL,Province of British Columbia,Kelowna,915
a88092fdd842d6a422ef,9339118,des Colibris,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,590 W 65th Ave Vancouver BC V6P 2P8,,590,w 65th ave,Vancouver,BC,V6P2P8,59,Vancouver,5915022,-123.1194502,49.21147252,AGOL,Province of British Columbia,Vancouver,933
49d2fc9fc1e3e7c2d696,9375920,des Deux-rives,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,7674 Stave Lake St Mission BC V2V 4G4,,7674,stave lake st,Mission,BC,V2V4G4,59,Mission,5909056,-122.292708,49.14134,AGOL,Province of British Columbia,Abbotsford - Mission,932
5ae82ba975c64e15759e,9393007,des Glaciers,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,1950 Park Dr Revelstoke BC V0E 2S1,,1950,park dr,Revelstoke,BC,V0E2S1,59,Revelstoke,5939019,-118.1781964,50.97689981,AGOL,Province of British Columbia,,...
b292f6c3367970432a6a,9370006,des Grands-cedres,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,5100 Tebo Ave Port Alberni BC V9Y 5Y6,,5100,tebo ave,Port Alberni,BC,V9Y5Y6,59,Port Alberni,5923008,-124.7957849,49.26751463,Source,Province of British Columbia,Port Alberni,940
8eb3a929e2e2b374eb55,9338036,des Navigateurs,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,8580 Kilgour Pl Richmond BC V7C 3R1,,8580,kilgour pl,Richmond,BC,V7C3R1,59,Richmond,5915015,-123.1638709,49.15070913,Source,Province of British Columbia,Vancouver,933
b37696bf0746646e7717,9343092,des Pionniers-de-Maillardville,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,1,,1,1618 Patricia Ave Port Coquitlam BC V3B 4A8,,1618,patricia ave,Port Coquitlam,BC,V3B4A8,59,Port Coquitlam,5915039,-122.7610044,49.2758518,Source,Province of British Columbia,Vancouver,933
3e13d352a43395d75ba9,9393003,des Sentiers-alpins,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,2780 3A Hwy Nelson BC V1L 6L6,,2780,3a hwy,Nelson,BC,V1L6L6,59,Central Kootenay F,5903043,-117.2264504,49.57375982,Source,Province of British Columbia,Nelson,907
f92f11b1e458e1d5008b,9311004,des Sept-sommets,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,2160 St Paul Rossland BC V0G 1Y0,,2160,st paul,Rossland,BC,V0G1Y0,59,Rossland,5905023,-117.7955248,49.07866535,Nominatim,Province of British Columbia,,...
054780cc79e3ab6a3c3b,9335028,des Voyageurs,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,8736 216 St Langley BC V1M 2X9,,8736,216 st,Langley,BC,V1M2X9,59,Langley,5915001,-122.6240779,49.16077001,AGOL,Province of British Columbia,Vancouver,933
7eb1617fe1c9364f2043,9337031,du Bois-Joli,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,785 49 St delta BC V4M 2P3,,785,49 st,delta,BC,V4M2P3,59,Delta,5915011,-123.0881318,49.01742861,AGOL,Province of British Columbia,Vancouver,933
c7da06f3e412914d8fb0,9346003,du Pacifique,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,5538 Shorncliffe Box 390 Sechelt BC V0N 3A0,,390,shorncliffe box,Sechelt,BC,V0N3A0,59,Sechelt,5929011,-123.7644054,49.47295905,Source,Province of British Columbia,,...
6f69ad4a63690cebe3d1,9315013,Entre-Lacs,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,1213 Debeck Rd Penticton BC V2A 3Z1,,1213,debeck rd,Penticton,BC,V2A3Z1,59,Penticton,5907041,-119.5684822,49.4901011,AGOL,Province of British Columbia,Penticton,913
ae6fc35e60702d40c59a,9357053,Franco-nord,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,2641 Ellison Dr Prince George BC V2M 2S6,,2641,ellison dr,Prince George,BC,V2M2S6,59,Prince George,5953023,-122.7729203,53.90711878,AGOL,Province of British Columbia,Prince George,970
394cd39e964457010362,9393002,Gabrielle-Roy,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,1,,1,6887 132 St Surrey BC V3W 4L9,,6887,132 st,Surrey,BC,V3W4L9,59,Surrey,5915004,-122.856672,49.12838967,AGOL,Province of British Columbia,Vancouver,933
e08f33a8f85a89f2e8fc,9388027,Jack-Cook,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,4720 Graham Ave Terrace BC V8G 1A8,,4720,graham ave,Terrace,BC,V8G1A8,59,Terrace,5949011,-128.5949896,54.50606745,AGOL,Province of British Columbia,Terrace,965
44b6b246847199eba5c9,9393012,La Confluence,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,820 11 Ave S Golden BC V0A 1H2,,820,11 ave s,Golden,BC,V0A1H2,59,Golden,5939007,-116.9618843,51.29777189,AGOL,Province of British Columbia,,...
7e3f9a0fffe1b3e06501,9393013,La Grande-ourse,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,3490 Fulton Ave Smithers BC V0J 2N0,,3490,fulton ave,Smithers,BC,V0J2N0,59,Smithers,5951043,-127.1585577,54.77839669,AGOL,Province of British Columbia,,...
58922b8f11f092fc48be,9348020,La Passerelle,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,1509 Spring Creek Dr Whistler BC V0N 1B1,,1509,spring creek dr,Whistler,BC,V0N1B1,59,Whistler,5931020,-123.0216799,50.0862201,Source,Province of British Columbia,,...
aaeff839dfc7879e4440,9348024,La Vallee,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,1410 Portage Rd Pemberton BC V0N 2L0,,1410,portage rd,Pemberton,BC,V0N2L0,59,Pemberton,5931012,-122.8039214,50.31950365,AGOL,Province of British Columbia,,...
94b316660c65a48f9b38,9333002,La Verendrye,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,6610 Lickman Rd Chilliwack BC V2R 4A9,,6610,lickman rd,Chilliwack,BC,V2R4A9,59,Chilliwack,5909020,-122.006728,49.12224947,AGOL,Province of British Columbia,Chilliwack,930
a8e83f942940434f8d89,9348008,Les Aiglons,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,1150 Carson Place PO Box 159 Squamish BC V8B 0B1,,1150,carson place,Squamish,BC,V8B0B1,59,Squamish,5931006,-123.148249,49.70670901,Source,Province of British Columbia,Squamish,934
558b65b4214e62240c53,9372031,Mer-et-montagne,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,1102 South Alder St Campbell River BC V9W 1Z7,,1102,south alder st,Campbell River,BC,V9W1Z7,59,Campbell River,5924034,-125.2321127,49.98749971,AGOL,Province of British Columbia,Campbell River,944
5cbbbfd44c072b0a3db3,9368067,Oceane,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,0,,1,1951 Estevan Rd Nanaimo BC V9S 3Y9,,1951,estevan rd,Nanaimo,BC,V9S3Y9,59,Nanaimo,5921007,-123.9611518,49.18905361,AGOL,Province of British Columbia,Nanaimo,938
2bcbaf878854eb4fe401,9339092,Rose-des-vents,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,5445 Baillie St Vancouver BC V5Z 3M6,,5445,baillie st,Vancouver,BC,V5Z3M6,59,Vancouver,5915022,-123.122302,49.2365596,AGOL,Province of British Columbia,Vancouver,933
3198a5080a86656b1e93,9347021,Secondaire Brooks,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,0,0,0,1,,1,5400 Marine Ave Powell River BC V8A 2L6,,5400,marine ave,Powell River,BC,V8A2L6,59,Powell River,5927008,-124.5432154,49.86223585,AGOL,Province of British Columbia,Powell River,945
96481bbe27e0624f4e4e,9372010,Secondaire Carihi,Public School,Campbell River School District,0,0,0,1,1,,1,350 Dogwood St Campbell River BC V9W 2X9,,350,dogwood st,Campbell River,BC,V9W2X9,59,Campbell River,5924034,-125.24911,50.01409557,Source,Province of British Columbia,Campbell River,944
030453da082634c8d753,9346017,Secondaire Chatelech,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,0,0,1,1,,1,5904 Cowrie St Sechelt BC V0N 3A7,,5904,cowrie st,Sechelt,BC,V0N3A7,59,Sechelt,5929011,-123.7689176,49.47352508,Source,Province of British Columbia,,...
c25670fff0ca8df88837,9368001,Secondaire de Nanaimo,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,0,0,1,1,,1,355 Wakesaih Ave Nanaimo BC V9R 3K5,,355,wakesaih ave,Nanaimo,BC,V9R3K5,59,Nanaimo,5921007,-123.9611518,49.18905361,AGOL,Province of British Columbia,Nanaimo,938
48111701049e54c48a69,9307013,Secondaire de Nelson,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,0,0,1,1,,1,1004 Cottonwood St Nelson BC V1L 3W2,,1004,cottonwood st,Nelson,BC,V1L3W2,59,Nelson,5903015,-117.2721997,49.50223248,AGOL,Province of British Columbia,Nelson,907
f721673b0cd36fad7be4,9393004,Secondaire de Penticton,Public School,School District 67 Okanagan Skaha,0,0,0,1,1,,1,158 Eckhardt Ave E Penticton BC V2A 1Z3,,158,eckhardt ave e,Penticton,BC,V2A1Z3,59,Penticton,5907041,-119.5767781,49.48985698,AGOL,Province of British Columbia,Penticton,913
4f4bdaa2afcb337e1e4b,9319003,Secondaire de Revelstoke,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,0,0,1,0,,1,1007 Vernon Ave Revelstoke BC V0E 2S0,,1007,vernon ave,Revelstoke,BC,V0E2S0,59,Revelstoke,5939019,-118.1980175,50.99129609,AGOL,Province of British Columbia,,...
96fd3d34024d67de027a,9357012,Secondaire Duchess-Park,Public School,School District No 57 (Prince George),0,0,0,1,1,,1,747 Winnipeg St Prince George BC V2L 2V3,,747,winnipeg st,Prince George,BC,V2L2V3,59,Prince George,5953023,-122.7582139,53.9164941,Source,Province of British Columbia,Prince George,970
8deab5adfc364a8e886b,9393005,Secondaire Jules-Verne,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,0,0,1,1,,1,5445 Baillie St Vancouver BC V5Z 3M6,,5445,baillie st,Vancouver,BC,V5Z3M6,59,Vancouver,5915022,-123.122302,49.2365596,AGOL,Province of British Columbia,Vancouver,933
6a27a6248ec4ca73dc22,9393008,Sophie-Morigeau,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,0,0,,1,44 Mt Washburn St Fernie BC V0B 1M3,,44,mt washburn st,Fernie,BC,V0B1M3,59,Fernie,5901012,-115.0711646,49.49072773,Source,Province of British Columbia,,...
30ef6937ebc8957bdf74,9361060,Victor-Brodeur,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,1,1,1,1,,1,637 Head St Victoria BC V9A 5S9,,637,head st,Victoria,BC,V9A5S9,59,Esquimalt,5917040,-123.4014117,48.43218675,Nominatim,Province of British Columbia,Victoria,935
035aa575cbf5a871f1a6,9399177,Virtuelle,Public School,Conseil scolaire francophone de la Colombie-Britannique,0,0,0,0,1,,1,100-13511 Commerce Parkway Richmond BC V6V 2J8,,100,13511 commerce parkway,Richmond,BC,V6V2J8,59,Richmond,5915015,-123.0718219,49.17337002,AGOL,Province of British Columbia,Vancouver,933
5e0d4937283ad1fb08d0,9393011,Kimberley,Standard School,Conseil scolaire francophone de la Colombie-Britannique,...,1,1,0,0,...,1,8687 95A Hwy Kimberley BC V1A 3M3,...,8687,95a hwy,Kimberley,BC,V1A3M3,...,East Kootenay E,5901037,-115.9432109,49.691572,GoogleMaps,Province of British Columbia,,...
197229ecae1432ce888b,9379050,des Cascades,Standard School,Conseil scolaire francophone de la Colombie-Britannique,...,1,1,0,0,...,1,756 Castle Pl Duncan BC V9L 4Y3,...,756,castle pl,Duncan,BC,V9L4Y3,...,Duncan,5919012,-123.6950687,48.7736655,GoogleMaps,Province of British Columbia,Duncan,937
8f131a467a4829488376,9325187,Anne Hebert StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,7051 Killarney St Vancouver BC V5S 2Y5,,7051,killarney st,Vancouver,BC,V5S2Y5,59,Vancouver,5915022,-123.0456656,49.21876557,AGOL,Province of British Columbia,Vancouver,933
bb06cac59ce52b683f7c,4747021,Brooks Secondary,Public School,,0,0,0,1,1,,0,5400 Marine Ave Powell River BC V8A 2L6,,5400,marine ave,Powell River,BC,V8A2L6,59,Powell River,5927008,-124.5432154,49.86223585,AGOL,Province of British Columbia,Powell River,945
a1bfd5df24ca133c3de8,7272010,Carihi Secondary,Public School,,0,0,0,1,1,,0,350 Dogwood St Campbell River BC V9W 2X9,,350,dogwood st,Campbell River,BC,V9W2X9,59,,,,,,Province of British Columbia,,
51a58485560cfb682af2,4747000,Continuing Ed SD 47,Public School,,0,0,0,0,1,,0,5400 Marine Ave Powell River BC V8A 2L6,,5400,marine ave,Powell River,BC,V8A2L6,59,Powell River,5927008,-124.5432154,49.86223585,AGOL,Province of British Columbia,Powell River,945
69c1e728b97070623da7,5757012,Duchess Park Secondary,Public School,,0,0,0,1,1,,0,747 Winnipeg St Prince George BC V2L 2V3,,747,winnipeg st,Prince George,BC,V2L2V3,59,,,,,,Province of British Columbia,,
21ccfdd550577a016472,9325450,Franc Depart Deux-rives StrongStart,StrongStart BC,,1,0,0,0,0,,0,7674 Stave Lake St Mission BC V2V 4G4,,7674,stave lake st,Mission,BC,V2V4G4,59,Mission,5909056,-122.292708,49.14134,AGOL,Province of British Columbia,Abbotsford - Mission,932
3b28de4c57b0f40c5161,9325451,Franc Depart La-Verendrye StrongStart,StrongStart BC,,1,0,0,0,0,,0,6610 Lickman Rd Chilliwack BC V2R 4A9,,6610,lickman rd,Chilliwack,BC,V2R4A9,59,Chilliwack,5909020,-122.006728,49.12224947,AGOL,Province of British Columbia,Chilliwack,930
47904db0c618b81ab281,9325085,Franc Depart Pionners,StrongStart BC,,1,0,0,0,0,,0,1618 Patricia Ave Port Coquitlam BC V3B 4A8,,1618,patricia ave,Port Coquitlam,BC,V3B4A8,59,,,,,,Province of British Columbia,,
98a9b4c52110a6f20915,9325449,Franc Depart Voyageurs StrongStart,StrongStart BC,,1,0,0,0,0,,0,8736 216 St Langley BC V1M 2X9,,8736,216 st,Langley,BC,V1M2X9,59,Langley,5915001,-122.6240779,49.16077001,AGOL,Province of British Columbia,Vancouver,933
3cd25101e8a92cbdea9d,7396280,Kamloops Christian School,Independent School,,0,1,1,1,1,,0,750 Cottonwood Ave Kamloops BC V2B 3X2,,750,cottonwood ave,Kamloops,BC,V2B3X2,59,Kamloops,5933042,-120.368671,50.69659753,AGOL,Province of British Columbia,Kamloops,925
ac4f2ca0739e7c3cbd9a,9339144,Maquinna,Public School,,,,,,,,0,2882 4th Ave E Vancouver BC V5M 1K8,,2882,4th ave,Vancouver,BC,V5M1K8,59,,,,,,Province of British Columbia,,
9c884d680123fef5ae0c,6715002,Penticton Secondary,Public School,,0,0,0,1,1,,0,158 Eckhardt Ave E Penticton BC V2A 1Z3,,158,eckhardt ave e,Penticton,BC,V2A1Z3,59,Penticton,5907041,-119.5876842,49.49333279,AGOL,Province of British Columbia,Penticton,913
f1682b6b957617a660ef,6799205,Penticton Secondary Stride,Public School,,0,0,0,1,1,,0,158 Eckhardt Ave E Penticton BC V2A 1Z3,,158,eckhardt ave e,Penticton,BC,V2A1Z3,59,Penticton,5907041,-119.5876842,49.49333279,AGOL,Province of British Columbia,Penticton,913
4ed75bcbb568972a2b2f,899225,REACH,Public School,,0,0,0,0,1,,0,1004 Cottonwood St Nelson BC V1L 3W2,,1004,cottonwood st,Nelson,BC,V1L3W2,59,Nelson,5903015,-117.2721997,49.50223248,AGOL,Province of British Columbia,Nelson,907
e60d1334ee1a1b089df4,8297024,'Na Aksa Gyilak'yoo,Independent School,,0,1,1,1,1,,0,PO Box 544 STN Main Terrace BC V8G 4B5,,,,Terrace,BC,V8G4B5,59,,,,,,Province of British Columbia,,
ec46de22c463affaed67,2727012,100 Mile House Elementary,Public School,,0,1,1,1,0,,0,PO Box 460 100 Mile House BC V0K 2E0,,,,100 Mile House,BC,V0K2E0,59,,,,,,Province of British Columbia,,
95010c939fc6f9b8d71a,2725035,100 Mile StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,PO Box 460 100 Mile House BC V0K 2E0,,,,100 Mile House,BC,V0K2E0,59,,,,,,Province of British Columbia,,
32fd877b14b9bfd09e4b,2727027,150 Mile Elementary,Public School,,0,1,1,0,0,,0,PO Box 259 150 Mile House BC V0K 2G0,,,,150 Mile House,BC,V0K2G0,59,,,,,,Province of British Columbia,,
f0df2073759954223471,597007,?A'q'amnik Primary School,Independent School,,0,1,1,0,0,,0,7500 Mission Rd Cranbrook BC V1C 7E5,,7500,mission rd,Cranbrook,BC,V1C7E5,59,,,,,,Province of British Columbia,,
2ae88d327e4099a41e83,7399103,@ KOOL,Public School,,0,1,1,1,1,,0,1770 Springview Pl Kamloops BC V2E 1X9,,1770,springview pl,Kamloops,BC,V2E1X9,59,Kamloops,5933042,-120.3584534,50.65713,AGOL,Province of British Columbia,Kamloops,925
48b2218bf6cca97b3e2f,3333033,A D Rundle Middle School,Public School,,0,0,1,1,0,,0,45660 Hocking Ave Chilliwack BC V2P 1A1,,45660,hocking ave,Chilliwack,BC,V2P1A1,59,Chilliwack,5909020,-121.9629467,49.15900325,Nominatim,Province of British Columbia,Chilliwack,930
4844efdf71fc152dcb9f,7324039,A E Perry Elementary,Public School,,0,1,1,0,0,,0,1380 Sherbrooke Ave Kamloops BC V2B 1W9,,1380,sherbrooke ave,Kamloops,BC,V2B1W9,59,Kamloops,5933042,-120.3764,50.70432744,AGOL,Province of British Columbia,Kamloops,925
db669e4de5cd4cafb144,7325427,A E Perry StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,1380 Sherbrooke Ave Kamloops BC V2B 1W9,,1380,sherbrooke ave,Kamloops,BC,V2B1W9,59,Kamloops,5933042,-120.3764,50.70432744,AGOL,Province of British Columbia,Kamloops,925
51212762d94ffe692ef7,3636051,A H P Matthew Elementary,Public School,,0,1,1,1,0,,0,13367 97 Ave Surrey BC V3T 1A4,,13367,97 ave,Surrey,BC,V3T1A4,59,Surrey,5915004,-122.85248,49.17899746,AGOL,Province of British Columbia,Vancouver,933
14cee3ff48b19f1e35d6,8585001,A J Elliott Elementary,Public School,,0,1,1,1,0,,0,PO Box 149 Sointula BC V0N 3E0,,,,Sointula,BC,V0N3E0,59,Mount Waddington A,5943037,-127.0122649,50.62646395,Nominatim,Province of British Columbia,...,...
d418bc2ff51c00e8bf7d,3636178,A J McLellan Elementary,Public School,,0,1,1,1,0,,0,16545 61 Ave Surrey BC V3S 5V4,,16545,61 ave,Surrey,BC,V3S5V4,59,Surrey,5915004,-122.7635,49.11342751,AGOL,Province of British Columbia,Vancouver,933
9a9fcdd1ef898a878378,8389002,A L Fortune Secondary,Public School,,0,0,0,1,1,,0,500 Bass Ave Enderby BC V0E 1V2,,500,bass ave,Enderby,BC,V0E1V2,59,Enderby,5937033,-119.1364602,50.55900255,AGOL,Province of British Columbia,...,...
5e9e5728e7ff5b6d69c6,2323031,A S Matheson Elementary,Public School,,0,1,1,0,0,,0,2090 Gordon Dr Kelowna BC V1Y 3H9,,2090,gordon dr,Kelowna,BC,V1Y3H9,59,,,,,,Province of British Columbia,,
5094fab20e68a3accc73,2325033,A S Matheson StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,2090 Gordon Dr Kelowna BC V1Y 3H9,,2090,gordon dr,Kelowna,BC,V1Y3H9,59,,,,,,Province of British Columbia,,
7266ac0f87e32bc2a190,7025172,A W Neill StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,5055 Compton Rd Port Alberni BC V9Y 7B5,,5055,compton rd,Port Alberni,BC,V9Y7B5,59,Port Alberni,5923008,-124.8173098,49.2693675,AGOL,Province of British Columbia,Port Alberni,940
c2acf3600927d98f64f5,7070028,A W Neill Elementary,Public School,,0,1,1,1,0,,0,5055 Compton Rd Port Alberni BC V9Y 7B5,,5055,compton rd,Port Alberni,BC,V9Y7B5,59,Port Alberni,5923008,-124.8173098,49.2693675,AGOL,Province of British Columbia,Port Alberni,940
af22a394ce6c8165cb93,3838064,A.R. MacNeill Secondary,Public School,,0,0,0,1,1,,0,6611 No. 4 Rd Richmond BC V6Y 2T2,,6611,no 4 rd,Richmond,BC,V6Y2T2,59,,,,,,Province of British Columbia,,
e2aaf658368d5c1b06f4,8797074,Aatse Davie School,Independent School,,0,1,1,1,1,,0,PO Box 79 Fort Ware BC V0J 3B0,,,,Fort Ware,BC,V0J3B0,59,,,,,,Province of British Columbia,,
106b7929ea8957f6725e,3496069,Abbotsford Christian School,Independent School,,0,1,1,1,1,,0,35011 Old Clayburn Rd Abbotsford BC V2S 7L7,,35011,old clayburn rd,Abbotsford,BC,V2S7L7,59,Abbotsford,5909052,-122.2544866,49.06182717,AGOL,Province of British Columbia,Abbotsford - Mission,932
497f5c1b68c3f3eb0fec,3434025,Abbotsford Middle School,Public School,,0,0,1,1,0,,0,33231 Bevan Ave Abbotsford BC V2S 0A9,,33231,bevan ave,Abbotsford,BC,V2S0A9,59,Abbotsford,5909052,-122.3034989,49.04197745,AGOL,Province of British Columbia,Abbotsford - Mission,932
03bd6566db95fafca766,3434022,Abbotsford Senior Secondary School,Public School,,0,0,0,1,1,,0,33355 Bevan Ave Abbotsford BC V2S 0E7,,33355,bevan ave,Abbotsford,BC,V2S0E7,59,Abbotsford,5909052,-122.3045297,49.0419875,AGOL,Province of British Columbia,Abbotsford - Mission,932
705ae752445c4709e1ee,3434020,Abbotsford Traditional Middle School,Public School,,0,0,1,1,0,,0,2272 Windsor St Abbotsford BC V2T 6M1,,2272,windsor st,Abbotsford,BC,V2T6M1,59,Abbotsford,5909052,-122.3553381,49.04367901,AGOL,Province of British Columbia,Abbotsford - Mission,932
ccd877a6302820892151,3434061,Abbotsford Traditional Senior Secondary,Public School,,0,0,0,1,1,,0,2272 Windsor St Abbotsford BC V2T 6M1,,2272,windsor st,Abbotsford,BC,V2T6M1,59,Abbotsford,5909052,-122.3553381,49.04367901,AGOL,Province of British Columbia,Abbotsford - Mission,932
3e4c28f4d49741723349,3499101,Abbotsford Virtual School,Public School,,0,1,1,1,1,,0,33952 Pine St Abbotsford BC V2S 2P3,,33952,pine st,Abbotsford,BC,V2S2P3,59,Abbotsford,5909052,-122.2839699,49.05127247,AGOL,Province of British Columbia,Abbotsford - Mission,932
7905fab4d24741b282a6,3434026,Aberdeen Elementary,Public School,,0,1,1,0,0,,0,2975 Bradner Rd Abbotsford BC V4X 1K6,,2975,bradner rd,Abbotsford,BC,V4X1K6,59,Abbotsford,5909052,-122.4262012,49.05617543,AGOL,Province of British Columbia,Abbotsford - Mission,932
b82e112956fbc1b660ae,7324071,Aberdeen Elementary,Public School,,0,1,1,1,0,,0,2191 Van Horne Dr Kamloops BC V1S 1L9,,2191,van horne dr,Kamloops,BC,V1S1L9,59,Kamloops,5933042,-120.35857,50.64164435,Nominatim,Province of British Columbia,Kamloops,925
797b9739bd55afbf95f0,2396689,Aberdeen Hall Preparatory School,Independent School,,0,1,1,0,0,,0,950 Academy Way Kelowna BC V1V 3A4,,950,academy way,Kelowna,BC,V1V3A4,59,Kelowna,5935010,-119.4010531,49.93490314,AGOL,Province of British Columbia,Kelowna,915
f8f29b6dbad5fb590cfd,2396825,Aberdeen Hall Senior,Independent School,,0,0,1,1,1,,0,890 Academy Way Kelowna BC V1V 3A4,,890,academy way,Kelowna,BC,V1V3A4,59,,,,,,Province of British Columbia,,
9dece9b03482868c6581,886004,Adam Robertson Elementary,Public School,,0,1,1,1,0,,0,PO Box 1549 421 9 Ave n Creston BC V0B 1G0,,421,9 ave n,Creston,BC,V0B1G0,59,Creston,5903004,-116.514814,49.09945917,AGOL,Province of British Columbia,...,...
d0cc4a1f9b0cdd1734e0,3636153,Adams Road Elementary,Public School,,0,1,1,1,0,,0,18228 68 Ave Surrey BC V3S 9H5,,18228,68 ave,Surrey,BC,V3S9H5,59,Surrey,5915004,-122.7174404,49.12593247,AGOL,Province of British Columbia,Vancouver,933
a591c6e0e5337adf07fc,3939032,Admiral Seymour Elementary,Public School,,0,1,1,1,0,,0,1130 Keefer St Vancouver BC V6A 1Z3,,1130,keefer st,Vancouver,BC,V6A1Z3,59,Vancouver,5915022,-123.0802603,49.27914252,AGOL,Province of British Columbia,Vancouver,933
286f556e080f17ff0758,3925416,Admiral Seymour StrongStart Centre,StrongStart BC,,1,0,0,0,0,,0,1130 Keefer St Vancouver BC V6A 1Z3,,1130,keefer st,Vancouver,BC,V6A1Z3,59,Vancouver,5915022,-123.0802603,49.27914252,AGOL,Province of British Columbia,Vancouver,933
345720c8438380609db3,2395064,Adolescent Psychiatric Program,Public School,,,,,,,,0,1940 Underhill St Kelowna BC V1X 5X7,,1940,underhill st,Kelowna,BC,V1X5X7,59,,,,,,Province of British Columbia,,
